"","date","day","time","type","block_number","street1","street2","lat","long","wday","severity","area"
"24",2015-12-03,"Thursday",23,"THEFT FELONY (OVER $950)","1900","VINE ST",NA,37.879679,-122.273638,"weekday","5","N"
"25",2015-12-31,"Thursday",4.08333333333333,"IDENTITY THEFT","1300","MILVIA ST",NA,37.883555,-122.272036,"weekday","1","N"
"26",2016-02-20,"Saturday",1.83333333333333,"THEFT MISD. (UNDER $950)","1200","UNIVERSITY AVE",NA,37.869506,-122.288561,"weekend","2","W"
"27",2016-05-02,"Monday",17,"BURGLARY RESIDENTIAL","1200","HASKELL ST",NA,37.850541,-122.286037,"weekday","4","S"
"28",2015-12-03,"Thursday",12.3333333333333,"THEFT MISD. (UNDER $950)","2300","TELEGRAPH AVE",NA,37.868714,-122.259189,"weekday","2","E"
"29",2016-02-12,"Friday",11.8333333333333,"ASSAULT/BATTERY MISD.",NA,"WEBSTER STREET","TELEGRAPH AVE",37.855199,-122.259768,"weekday","4","S"
"30",2015-12-14,"Monday",21,"IDENTITY THEFT","2200","HEARST AVE",NA,37.874182,-122.265937,"weekday","1","E"
"31",2016-01-29,"Friday",2.85,"ARSON","2000","KITTREDGE ST",NA,37.868204,-122.270054,"weekday","4","S"
"32",2016-01-12,"Tuesday",12.5,"BURGLARY RESIDENTIAL","1700","GRANT ST",NA,37.875707,-122.275816,"weekday","4","N"
"33",2016-02-12,"Friday",11,"THEFT MISD. (UNDER $950)","2100","UNIVERSITY AVE",NA,37.872294,-122.266852,"weekday","2","E"
"34",2016-01-06,"Wednesday",4,"THEFT MISD. (UNDER $950)","3000","BENVENUE AVE",NA,37.855954,-122.254022,"weekday","2","E"
"35",2016-02-05,"Friday",18,"THEFT MISD. (UNDER $950)","2100","SHATTUCK AVE",NA,37.871167,-122.268285,"weekday","2","E"
"36",2015-12-17,"Thursday",5,"BURGLARY AUTO","2700","PIEDMONT AVE",NA,37.862024,-122.251212,"weekday","3","E"
"37",2016-04-01,"Friday",6.5,"THEFT MISD. (UNDER $950)","200","MARINA BLVD",NA,37.868667,-122.313656,"weekday","2","W"
"38",2016-03-07,"Monday",13,"BURGLARY AUTO","2300","FULTON ST",NA,37.867566,-122.265948,"weekday","3","E"
"39",2016-02-23,"Tuesday",21.7166666666667,"ASSAULT/BATTERY MISD.","2400","TELEGRAPH AVE",NA,37.866761,-122.258779,"weekday","4","E"
"40",2016-03-22,"Tuesday",10,"VANDALISM","2000","ALLSTON WAY",NA,37.869096,-122.270137,"weekday","3","E"
"41",2016-02-01,"Monday",12,"THEFT FELONY (OVER $950)","1000","GILMAN ST",NA,37.88015,-122.297446,"weekday","5","W"
"42",2015-12-21,"Monday",3,"THEFT FELONY (OVER $950)","1500","BUENA AVE",NA,37.878003,-122.282326,"weekday","5","W"
"43",2016-01-02,"Saturday",8,"VEHICLE STOLEN","2400","SHATTUCK AVE",NA,37.865772,-122.267643,"weekend","4","S"
"44",2016-02-28,"Sunday",7,"FRAUD/FORGERY","2100","MCGEE AVE",NA,37.869962,-122.277411,"weekend","1","W"
"45",2016-03-04,"Friday",18,"BURGLARY AUTO","1100","SHATTUCK AVE",NA,37.887816,-122.270064,"weekday","3","N"
"46",2016-04-12,"Tuesday",10,"ASSAULT/BATTERY MISD.",NA,"SHATTUCK AVENUE","RUSSELL ST",37.856719,-122.266672,"weekday","4","S"
"47",2016-02-05,"Friday",12,"THEFT MISD. (UNDER $950)","1100","CAMELIA ST",NA,37.878747,-122.29519,"weekday","2","W"
"48",2015-12-07,"Monday",8,"THEFT FELONY (OVER $950)","2300","TELEGRAPH AVE",NA,37.868714,-122.259189,"weekday","5","E"
"49",2016-04-09,"Saturday",23.5,"THEFT FROM AUTO","1400","ALCATRAZ AVE",NA,37.847682,-122.279381,"weekend","4","S"
"50",2016-04-15,"Friday",13.55,"ASSAULT/BATTERY MISD.","100","BERKELEY SQ",NA,37.871171,-122.267718,"weekday","4","E"
"51",2015-12-09,"Wednesday",22.2,"THEFT MISD. (UNDER $950)","2100","TENTH ST",NA,37.867108,-122.292737,"weekday","2","W"
"52",2016-02-12,"Friday",18,"DISTURBANCE",NA,"HEARST AVENUE","CALIFORNIA ST",37.872415,-122.280002,"weekday","1","W"
"53",2016-01-13,"Wednesday",11.0833333333333,"IDENTITY THEFT","1500","RUSSELL ST",NA,37.8549,-122.27945,"weekday","1","S"
"54",2016-05-20,"Friday",3.75,"BURGLARY AUTO","1700","FIFTH ST",NA,37.87154,-122.300044,"weekday","3","W"
"55",2016-02-28,"Sunday",16,"BURGLARY AUTO","2000","ALLSTON WAY",NA,37.869096,-122.270137,"weekend","3","E"
"56",2016-05-15,"Sunday",19,"THEFT MISD. (UNDER $950)","2300","RUSSELL ST",NA,37.857387,-122.261536,"weekend","2","S"
"57",2016-03-25,"Friday",14.9333333333333,"ALCOHOL OFFENSE","900","HEARST AVE",NA,37.869535,-122.296988,"weekday","1","W"
"58",2016-05-15,"Sunday",11.75,"THEFT MISD. (UNDER $950)","2000","SHATTUCK AVE",NA,37.871901,-122.268389,"weekend","2","E"
"59",2016-02-28,"Sunday",15.5,"BURGLARY RESIDENTIAL","2500","ELLSWORTH ST",NA,37.864535,-122.262993,"weekend","4","E"
"60",2016-01-01,"Friday",17,"VEHICLE STOLEN","400","GILMAN ST",NA,37.877715,-122.309618,"weekday","4","W"
"61",2016-04-25,"Monday",19.6666666666667,"ASSAULT/BATTERY MISD.",NA,"SAN PABLO AVENUE","GILMAN ST",37.880493,-122.295747,"weekday","4","W"
"62",2016-02-25,"Thursday",0,"FRAUD/FORGERY","3100","LEWISTON AVE",NA,37.853738,-122.251663,"weekday","1","E"
"63",2016-02-11,"Thursday",13.6666666666667,"BURGLARY AUTO","2000","DURANT AVE",NA,37.866426,-122.269762,"weekday","3","S"
"64",2016-01-09,"Saturday",14,"THEFT FROM AUTO","900","GRAYSON ST",NA,37.855317,-122.292357,"weekend","4","W"
"65",2015-12-08,"Tuesday",12.75,"THEFT MISD. (UNDER $950)","2000","OREGON ST",NA,37.857409,-122.268473,"weekday","2","S"
"66",2016-05-19,"Thursday",17.0833333333333,"BURGLARY AUTO","201","UNIVERSITY AVE",NA,37.865197,-122.311285,"weekday","3","W"
"67",2016-02-23,"Tuesday",18.3666666666667,"ALCOHOL OFFENSE","1900","FRANCISCO ST",NA,37.875113,-122.273413,"weekday","1","N"
"68",2016-04-01,"Friday",13.6666666666667,"BURGLARY AUTO","2600","DURANT AVE",NA,37.868164,-122.256314,"weekday","3","E"
"69",2016-05-27,"Friday",0,"THEFT MISD. (UNDER $950)","1600","THOUSAND OAKS BLVD",NA,37.896558,-122.285222,"weekday","2","N"
"70",2016-01-08,"Friday",19,"VANDALISM","1000","ASHBY AVE",NA,37.851653,-122.289193,"weekday","3","S"
"71",2016-04-02,"Saturday",20.25,"NARCOTICS",NA,"GRANT STREET","HEARST AVE",37.873034,-122.275483,"weekend","2","W"
"72",2016-04-21,"Thursday",14.3333333333333,"BURGLARY AUTO","1000","ASHBY AVE",NA,37.851653,-122.289193,"weekday","3","S"
"73",2015-12-12,"Saturday",9.36666666666667,"BURGLARY AUTO","200","UNIVERSITY AVE",NA,37.865491,-122.310065,"weekend","3","W"
"74",2015-12-11,"Friday",20,"VEHICLE STOLEN","900","ALLSTON WAY",NA,37.86549,-122.295702,"weekday","4","W"
"75",2015-12-18,"Friday",9,"BURGLARY RESIDENTIAL","1500","SAN LORENZO AVE",NA,37.892865,-122.287084,"weekday","4","N"
"76",2015-12-28,"Monday",15.75,"BURGLARY RESIDENTIAL",NA,"",NA,37.869058,-122.270455,"weekday","4","S"
"77",2016-03-23,"Wednesday",7.5,"THEFT MISD. (UNDER $950)","1900","CENTER ST",NA,37.869685,-122.272804,"weekday","2","S"
"78",2016-01-11,"Monday",18.0666666666667,"THEFT FROM AUTO",NA,"ADELINE STREET","STUART ST",37.858439,-122.26757,"weekday","4","S"
"79",2016-01-22,"Friday",12,"THEFT FROM AUTO","2900","AVALON AVE",NA,37.859852,-122.24929,"weekday","4","E"
"80",2016-04-14,"Thursday",15.0833333333333,"IDENTITY THEFT","600","SANTA ROSA AVE",NA,37.897322,-122.282376,"weekday","1","N"
"81",2015-12-29,"Tuesday",19.8666666666667,"ALCOHOL OFFENSE",NA,"ALCATRAZ AVENUE","CLAREMONT AVE",37.851863,-122.250314,"weekday","1","E"
"82",2016-02-05,"Friday",0.366666666666667,"THEFT MISD. (UNDER $950)","2000","ALLSTON WAY",NA,37.869096,-122.270137,"weekday","2","E"
"83",2015-12-29,"Tuesday",20.25,"BURGLARY AUTO","2500","DURANT AVE",NA,37.867852,-122.258699,"weekday","3","E"
"84",2016-04-28,"Thursday",8.5,"VANDALISM","2800","SEVENTH ST",NA,37.855106,-122.29242,"weekday","3","W"
"85",2016-01-16,"Saturday",13,"THEFT MISD. (UNDER $950)","2100","HASTE ST",NA,37.864908,-122.267289,"weekend","2","S"
"86",2016-04-17,"Sunday",2.66666666666667,"VEHICLE STOLEN",NA,"DELAWARE STREET","SAN PABLO AVE",37.871689,-122.292898,"weekend","4","W"
"87",2016-01-26,"Tuesday",4.5,"DISTURBANCE","2700","HILLEGASS AVE",NA,37.861672,-122.255992,"weekday","1","E"
"88",2016-01-06,"Wednesday",22.8333333333333,"NARCOTICS","800","HEARST AVE",NA,37.869084,-122.299245,"weekday","2","W"
"89",2016-02-02,"Tuesday",17.75,"THEFT MISD. (UNDER $950)","2100","SHATTUCK AVE",NA,37.871167,-122.268285,"weekday","2","E"
"90",2015-12-18,"Friday",11.0833333333333,"THEFT MISD. (UNDER $950)","2700","HILLEGASS AVE",NA,37.861672,-122.255992,"weekday","2","E"
"91",2016-04-26,"Tuesday",13.45,"THEFT MISD. (UNDER $950)","2200","HAROLD WAY",NA,37.8692,-122.269308,"weekday","2","E"
"92",2016-03-20,"Sunday",0,"IDENTITY THEFT","1900","DELAWARE ST",NA,37.874237,-122.273052,"weekend","1","N"
"93",2016-02-23,"Tuesday",18.5,"ROBBERY","1400","UNIVERSITY AVE",NA,37.87015,-122.283507,"weekday","4","W"
"94",2016-04-23,"Saturday",0.366666666666667,"THEFT MISD. (UNDER $950)","3200","ADELINE ST",NA,37.850345,-122.270911,"weekend","2","S"
"95",2016-05-14,"Saturday",0.533333333333333,"VANDALISM","900","PARKER ST",NA,37.858455,-122.293374,"weekend","3","W"
"96",2015-12-31,"Thursday",11,"THEFT MISD. (UNDER $950)","2400","TELEGRAPH AVE",NA,37.866761,-122.258779,"weekday","2","E"
"97",2016-05-10,"Tuesday",21,"BURGLARY AUTO","2800","CHANNING WAY",NA,37.867812,-122.251697,"weekday","3","E"
"98",2016-04-29,"Friday",19,"THEFT MISD. (UNDER $950)","2000","SHATTUCK AVE",NA,37.871901,-122.268389,"weekday","2","E"
"99",2016-01-29,"Friday",10.4666666666667,"THEFT MISD. (UNDER $950)","1800","FOURTH ST",NA,37.869944,-122.300636,"weekday","2","W"
"100",2016-04-24,"Sunday",13.9166666666667,"THEFT MISD. (UNDER $950)","2000","OREGON ST",NA,37.857409,-122.268473,"weekend","2","S"
"101",2016-03-03,"Thursday",14.8333333333333,"IDENTITY THEFT","2900","MAGNOLIA ST",NA,37.857825,-122.249088,"weekday","1","E"
"102",2016-02-14,"Sunday",2.5,"DISTURBANCE","1900","ALCATRAZ AVE",NA,37.84905,-122.269098,"weekend","1","S"
"103",2016-05-26,"Thursday",17.4166666666667,"THEFT FELONY (OVER $950)","1300","TENTH ST",NA,37.879996,-122.296893,"weekday","5","W"
"104",2016-04-16,"Saturday",15,"THEFT FROM AUTO","2200","WARD ST",NA,37.8598,-122.264351,"weekend","4","S"
"105",2016-01-06,"Wednesday",2,"BURGLARY COMMERCIAL","900","DWIGHT WAY",NA,37.860189,-122.294048,"weekday","2","W"
"106",2016-03-13,"Sunday",17.5,"THEFT MISD. (UNDER $950)","2100","DELAWARE ST",NA,37.874793,-122.268639,"weekend","2","E"
"107",2016-05-15,"Sunday",6.16666666666667,"BURGLARY AUTO","1715","SPRUCE ST",NA,37.876695,-122.265462,"weekend","3","E"
"108",2015-12-27,"Sunday",14.25,"NARCOTICS",NA,"ASHBY AVENUE","DEAKIN ST",37.855834,-122.262346,"weekend","2","S"
"109",2016-02-09,"Tuesday",10.8333333333333,"ARSON","2100","HASTE ST",NA,37.864908,-122.267289,"weekday","4","S"
"110",2016-02-15,"Monday",22,"VEHICLE STOLEN","1400","KAINS AVE",NA,37.878797,-122.294284,"weekday","4","W"
"111",2016-01-16,"Saturday",19.1833333333333,"THEFT MISD. (UNDER $950)","1700","STUART ST",NA,37.857495,-122.275256,"weekend","2","S"
"112",2016-01-29,"Friday",3,"BURGLARY RESIDENTIAL","2400","RIDGE RD",NA,37.875875,-122.261805,"weekday","4","E"
"113",2016-02-21,"Sunday",9.5,"THEFT MISD. (UNDER $950)","2000","BERRYMAN ST",NA,37.883555,-122.272036,"weekend","2","N"
"114",2016-05-19,"Thursday",21.8666666666667,"DISTURBANCE","2100","BANCROFT WAY",NA,37.867601,-122.267718,"weekday","1","E"
"115",2015-12-03,"Thursday",22,"THEFT MISD. (UNDER $950)","2400","PROSPECT ST",NA,37.867717,-122.249901,"weekday","2","E"
"116",2016-02-20,"Saturday",12.6666666666667,"ASSAULT/BATTERY FEL.","1600","TYLER ST",NA,37.852683,-122.276556,"weekend","5","S"
"117",2016-04-08,"Friday",3.66666666666667,"ALCOHOL OFFENSE",NA,"FIFTH STREET","ADDISON ST",37.866472,-122.298403,"weekday","1","W"
"118",2016-03-08,"Tuesday",16.5166666666667,"THEFT MISD. (UNDER $950)","2200","HAROLD WAY",NA,37.8692,-122.269308,"weekday","2","E"
"119",2016-05-05,"Thursday",11,"KIDNAPPING",NA,"OXFORD STREET","ADDISON ST",37.87146,-122.266052,"weekday","5","E"
"120",2016-03-04,"Friday",14.9166666666667,"ASSAULT/BATTERY MISD.","2900","STANTON ST",NA,37.854747,-122.280361,"weekday","4","S"
"121",2016-02-14,"Sunday",6,"ARSON","1600","WOOLSEY ST",NA,37.850899,-122.276174,"weekend","4","S"
"122",2016-01-25,"Monday",8.5,"BURGLARY RESIDENTIAL","1400","LINCOLN ST",NA,37.875232,-122.284691,"weekday","4","W"
"123",2016-03-08,"Tuesday",14.7333333333333,"THEFT MISD. (UNDER $950)","2700","WOOLSEY ST",NA,37.853921,-122.252423,"weekday","2","E"
"124",2016-05-05,"Thursday",12,"FRAUD/FORGERY","2200","BONAR ST",NA,37.86695,-122.286984,"weekday","1","W"
"125",2016-01-24,"Sunday",12.9833333333333,"FRAUD/FORGERY",NA,"UNIVERSITY AVENUE","TENTH ST",37.868915,-122.293322,"weekend","1","W"
"126",2015-12-09,"Wednesday",12,"BURGLARY RESIDENTIAL","1200","GRIZZLY PEAK BLVD",NA,37.889989,-122.252226,"weekday","4","E"
"127",2016-02-07,"Sunday",18,"BURGLARY AUTO","1100","STERLING AVE",NA,37.891383,-122.257303,"weekend","3","N"
"128",2016-05-04,"Wednesday",8.9,"BURGLARY RESIDENTIAL","1100","PARKER ST",NA,37.859364,-122.288914,"weekday","4","W"
"129",2016-02-12,"Friday",23.25,"DISTURBANCE",NA,"CEDAR STREET","SHATTUCK AVE",37.878423,-122.269023,"weekday","1","N"
"130",2015-12-04,"Friday",17.0833333333333,"VANDALISM","1400","CARLETON ST",NA,37.859416,-122.281846,"weekday","3","S"
"131",2016-01-27,"Wednesday",0,"BURGLARY RESIDENTIAL","2900","LORINA ST",NA,37.856847,-122.265765,"weekday","4","S"
"132",2016-05-13,"Friday",1.9,"BURGLARY COMMERCIAL","700","HEINZ AVE",NA,37.852946,-122.294515,"weekday","2","W"
"133",2016-05-12,"Thursday",15,"THEFT MISD. (UNDER $950)","2900","ELLIS ST",NA,37.85583,-122.27339,"weekday","2","S"
"134",2016-05-02,"Monday",6,"THEFT FROM AUTO","100","POPLAR ST",NA,37.897434,-122.266779,"weekday","4","N"
"135",2016-04-27,"Wednesday",8,"THEFT MISD. (UNDER $950)","200","MARINA BLVD",NA,37.868667,-122.313656,"weekday","2","W"
"136",2015-12-24,"Thursday",12.3333333333333,"DISTURBANCE","2600","SAN PABLO AVE",NA,37.85922,-122.289035,"weekday","1","W"
"137",2016-03-18,"Friday",11,"DISTURBANCE","2000","ESSEX ST",NA,37.853552,-122.268286,"weekday","1","S"
"138",2016-01-17,"Sunday",10.0333333333333,"BURGLARY RESIDENTIAL","2100","HASTE ST",NA,37.864908,-122.267289,"weekend","4","S"
"139",2016-05-13,"Friday",22,"VANDALISM","200","MARINA BLVD",NA,37.868667,-122.313656,"weekday","3","W"
"140",2015-12-21,"Monday",19.8666666666667,"THEFT MISD. (UNDER $950)","2700","GARBER ST",NA,37.86066,-122.253407,"weekday","2","E"
"141",2016-02-05,"Friday",2,"THEFT MISD. (UNDER $950)","2500","DURANT AVE",NA,37.867852,-122.258699,"weekday","2","E"
"142",2015-12-30,"Wednesday",6.5,"THEFT FROM AUTO","3000","COLBY ST",NA,37.854972,-122.25759,"weekday","4","S"
"143",2015-12-06,"Sunday",0.783333333333333,"2ND RESPONSE","2300","WARRING ST",NA,37.869137,-122.250908,"weekend","1","E"
"144",2016-01-20,"Wednesday",15.8333333333333,"THEFT FELONY (OVER $950)","1800","FOURTH ST",NA,37.869944,-122.300636,"weekday","5","W"
"145",2016-03-22,"Tuesday",8,"THEFT FELONY (OVER $950)","2500","CHILTON WAY",NA,37.864101,-122.25956,"weekday","5","E"
"146",2016-05-02,"Monday",21,"VANDALISM",NA,"MILVIA STREET","ALLSTON WAY",37.869057,-122.270463,"weekday","3","S"
"147",2015-12-19,"Saturday",0.0166666666666667,"VEHICLE STOLEN","2700","DWIGHT WAY",NA,37.865748,-122.253396,"weekend","4","E"
"148",2016-02-05,"Friday",2,"ROBBERY",NA,"SHATTUCK AVENUE","HEARST AVE",37.873865,-122.268641,"weekday","4","E"
"149",2015-12-17,"Thursday",0.8,"DISTURBANCE",NA,"SAN PABLO AVENUE","CAMELIA ST",37.878747,-122.29519,"weekday","1","W"
"150",2016-01-22,"Friday",8.83333333333333,"ASSAULT/BATTERY MISD.","3000","SAN PABLO AVE",NA,37.851951,-122.286677,"weekday","4","S"
"151",2015-12-11,"Friday",17,"THEFT MISD. (UNDER $950)","2500","TELEGRAPH AVE",NA,37.865002,-122.258751,"weekday","2","E"
"152",2015-12-16,"Wednesday",7.38333333333333,"NARCOTICS","2500","DWIGHT WAY",NA,37.865134,-122.258331,"weekday","2","E"
"153",2016-02-25,"Thursday",14,"THEFT MISD. (UNDER $950)","1600","FOURTH ST",NA,37.873661,-122.301831,"weekday","2","W"
"154",2016-03-15,"Tuesday",0.916666666666667,"NARCOTICS",NA,"DERBY STREET","HILLEGASS AVE",37.861672,-122.255992,"weekday","2","E"
"155",2016-01-30,"Saturday",12,"BURGLARY RESIDENTIAL","400","VINCENTE AVE",NA,37.899278,-122.283222,"weekend","4","N"
"156",2016-04-13,"Wednesday",20,"VANDALISM","900","HEINZ AVE",NA,37.853552,-122.291561,"weekday","3","W"
"157",2015-12-09,"Wednesday",19.75,"DISTURBANCE",NA,"SEVENTH STREET","ALLSTON WAY",37.865034,-122.297939,"weekday","1","W"
"158",2016-02-15,"Monday",10.5,"VANDALISM","1200","BLAKE ST",NA,37.860549,-122.286969,"weekday","3","W"
"159",2016-04-12,"Tuesday",18.75,"ASSAULT/BATTERY MISD.",NA,"BERKELEY WAY","MCGEE AVE",37.871884,-122.27763,"weekday","4","W"
"160",2016-03-16,"Wednesday",17,"FRAUD/FORGERY",NA,"SIXTH STREET","VIRGINIA ST",37.872322,-122.299092,"weekday","1","W"
"161",2016-03-15,"Tuesday",9.5,"THEFT MISD. (UNDER $950)",NA,"SACRAMENTO STREET","VIRGINIA ST",37.874872,-122.282359,"weekday","2","W"
"162",2016-04-26,"Tuesday",17.3333333333333,"ASSAULT/BATTERY MISD.","2000","BONAR ST",NA,37.869642,-122.287492,"weekday","4","W"
"163",2016-03-03,"Thursday",7,"THEFT MISD. (UNDER $950)","2400","ASHBY AVE",NA,37.856111,-122.260248,"weekday","2","S"
"164",2016-03-24,"Thursday",6.5,"THEFT FELONY (OVER $950)","2000","DURANT AVE",NA,37.866426,-122.269762,"weekday","5","S"
"165",2016-04-01,"Friday",0,"BURGLARY RESIDENTIAL","2600","MCGEE AVE",NA,37.861057,-122.276171,"weekday","4","S"
"166",2016-02-23,"Tuesday",16,"THEFT MISD. (UNDER $950)","2900","COLLEGE AVE",NA,37.858483,-122.253191,"weekday","2","E"
"167",2016-04-19,"Tuesday",15.3333333333333,"DISTURBANCE",NA,"BERRYMAN STREET","BONITA AVE",37.883407,-122.273154,"weekday","1","N"
"168",2016-03-11,"Friday",21,"THEFT FROM AUTO","600","WOODMONT AVE",NA,37.902056,-122.265288,"weekday","4","N"
"169",2016-01-09,"Saturday",12,"VEHICLE STOLEN","1900","THOUSAND OAKS BLVD",NA,37.897129,-122.278478,"weekend","4","N"
"170",2016-05-09,"Monday",22,"BURGLARY AUTO","2104","ROOSEVELT AVE",NA,37.870073,-122.276279,"weekday","3","W"
"171",2016-02-19,"Friday",15.5,"VANDALISM","2700","GRANT ST",NA,37.85931,-122.273495,"weekday","3","S"
"172",2015-12-12,"Saturday",18,"THEFT MISD. (UNDER $950)","1200","CEDAR ST",NA,37.875556,-122.291439,"weekend","2","W"
"173",2016-05-01,"Sunday",16.6666666666667,"THEFT FELONY (OVER $950)","1444","SHATTUCK",NA,37.881015,-122.269494,"weekend","5","N"
"174",2016-01-31,"Sunday",0.433333333333333,"2ND RESPONSE","2600","REGENT ST",NA,37.863369,-122.257622,"weekend","1","E"
"175",2015-12-12,"Saturday",20.75,"BURGLARY COMMERCIAL","1000","HEINZ AVE",NA,37.853929,-122.289679,"weekend","2","S"
"176",2016-05-24,"Tuesday",22,"VEHICLE STOLEN","1300","BURNETT ST",NA,37.853603,-122.283961,"weekday","4","S"
"177",2016-01-17,"Sunday",1.75,"SEXUAL ASSAULT FEL.","3000","SACRAMENTO ST",NA,37.853275,-122.279078,"weekend","5","S"
"178",2016-03-30,"Wednesday",8.28333333333333,"DISTURBANCE","1400","HAWTHORNE TER",NA,37.882459,-122.261815,"weekday","1","E"
"179",2015-12-12,"Saturday",12.5,"THEFT FELONY (OVER $950)","2000","KITTREDGE ST",NA,37.868204,-122.270054,"weekend","5","S"
"180",2016-05-04,"Wednesday",6.75,"THEFT FROM AUTO","2500","DURANT AVE",NA,37.867852,-122.258699,"weekday","4","E"
"181",2016-04-17,"Sunday",8.5,"ROBBERY","2600","TELEGRAPH AVE",NA,37.862927,-122.258784,"weekend","4","E"
"182",2016-05-17,"Tuesday",21.4166666666667,"THEFT FELONY (OVER $950)","2600","DURANT AVE",NA,37.868164,-122.256314,"weekday","5","E"
"183",2016-02-25,"Thursday",13.5,"ARSON","3000","SAN PABLO AVE",NA,37.851951,-122.286677,"weekday","4","S"
"184",2016-04-16,"Saturday",12,"THEFT MISD. (UNDER $950)","3000","TELEGRAPH AVE",NA,37.855435,-122.259841,"weekend","2","S"
"185",2016-03-14,"Monday",21.6333333333333,"DISTURBANCE","1500","TYLER ST",NA,37.852422,-122.278571,"weekday","1","S"
"186",2016-02-13,"Saturday",13.25,"VANDALISM","100","UNIVERSITY AVE",NA,37.86331,-122.316113,"weekend","3","W"
"187",2016-05-20,"Friday",13,"VEHICLE STOLEN","2400","PARKER ST",NA,37.863072,-122.260352,"weekday","4","E"
"188",2016-05-03,"Tuesday",14.5,"THEFT MISD. (UNDER $950)","600","ADDISON ST",NA,37.865793,-122.301779,"weekday","2","W"
"189",2016-04-01,"Friday",22.4,"ALCOHOL OFFENSE","2500","SAN PABLO AVE",NA,37.861078,-122.289632,"weekday","1","W"
"190",2016-05-19,"Thursday",13.7666666666667,"THEFT MISD. (UNDER $950)","2000","UNIVERSITY AVE",NA,37.871828,-122.270516,"weekday","2","E"
"191",2016-02-19,"Friday",17.9166666666667,"DISTURBANCE","2000","SAN PABLO AVE",NA,37.868845,-122.29214,"weekday","1","W"
"192",2016-05-04,"Wednesday",17.6666666666667,"GUN/WEAPON","900","UNIVERSITY AVE",NA,37.868273,-122.295963,"weekday","3","W"
"193",2016-03-29,"Tuesday",21.65,"IDENTITY THEFT","1500","SCENIC AVE",NA,37.880893,-122.263673,"weekday","1","N"
"194",2016-03-24,"Thursday",0,"VEHICLE STOLEN","1800","ALCATRAZ AVE",NA,37.848854,-122.270569,"weekday","4","S"
"195",2016-04-22,"Friday",16,"FRAUD/FORGERY","2300","BANCROFT WAY",NA,37.868119,-122.263888,"weekday","1","E"
"196",2016-01-23,"Saturday",23.6666666666667,"THEFT MISD. (UNDER $950)","3000","BATEMAN ST",NA,37.855721,-122.2559,"weekend","2","E"
"197",2016-02-22,"Monday",19,"THEFT MISD. (UNDER $950)","2600","HASTE ST",NA,37.866311,-122.256361,"weekday","2","E"
"198",2016-02-01,"Monday",14.5,"VANDALISM","1600","CAPISTRANO AVE",NA,37.891758,-122.284884,"weekday","3","N"
"199",2015-12-05,"Saturday",1.2,"BURGLARY AUTO","1900","ADDISON ST",NA,37.870639,-122.272468,"weekend","3","S"
"200",2015-12-31,"Thursday",1.63333333333333,"DISTURBANCE",NA,"CHANNING WAY","BONAR ST",37.863378,-122.286204,"weekday","1","W"
"201",2015-12-23,"Wednesday",17,"VANDALISM","2400","DURANT AVE",NA,37.867513,-122.26127,"weekday","3","E"
"202",2016-03-24,"Thursday",3.11666666666667,"NARCOTICS","2100","HASTE ST",NA,37.864908,-122.267289,"weekday","2","S"
"203",2016-03-09,"Wednesday",8.25,"THEFT FROM AUTO",NA,"ELLSWORTH STREET","BLAKE ST",37.863646,-122.262822,"weekday","4","E"
"204",2015-12-12,"Saturday",14.5,"THEFT FELONY (OVER $950)",NA,"TACOMA AVENUE","ENSENADA AVE",37.89221,-122.28242,"weekend","5","N"
"205",2015-12-28,"Monday",0,"BURGLARY AUTO",NA,"FOURTH STREET","ADDISON ST",37.866253,-122.299483,"weekday","3","W"
"206",2016-02-16,"Tuesday",14.25,"ROBBERY",NA,"HEARST AVENUE","GRANT ST",37.873034,-122.275483,"weekday","4","W"
"207",2015-12-20,"Sunday",12.3333333333333,"THEFT MISD. (UNDER $950)","2300","TELEGRAPH AVE",NA,37.868714,-122.259189,"weekend","2","E"
"208",2016-05-09,"Monday",14.1833333333333,"THEFT MISD. (UNDER $950)","2100","SHATTUCK AVE",NA,37.871167,-122.268285,"weekday","2","E"
"209",2016-02-02,"Tuesday",17,"THEFT FROM AUTO","1600","NINTH ST",NA,37.874554,-122.296319,"weekday","4","W"
"210",2016-03-10,"Thursday",14,"VEHICLE STOLEN","2000","BERKELEY WAY",NA,37.872691,-122.270741,"weekday","4","E"
"211",2015-12-03,"Thursday",17.5,"FRAUD/FORGERY","1200","HEARST AVE",NA,37.871114,-122.28825,"weekday","1","W"
"212",2016-02-18,"Thursday",23.9,"SEXUAL ASSAULT FEL.","2000","CENTER ST",NA,37.869973,-122.270557,"weekday","5","E"
"213",2016-02-27,"Saturday",15.3333333333333,"IDENTITY THEFT","2300","SHATTUCK AVE",NA,37.867176,-122.267802,"weekend","1","E"
"214",2016-05-25,"Wednesday",21.3333333333333,"THEFT MISD. (UNDER $950)","2600","PARKER ST",NA,37.863443,-122.256304,"weekday","2","E"
"215",2016-04-21,"Thursday",1.56666666666667,"NARCOTICS","2400","TELEGRAPH AVE",NA,37.866761,-122.258779,"weekday","2","E"
"216",2016-04-26,"Tuesday",7.7,"VANDALISM","2600","SACRAMENTO ST",NA,37.860334,-122.280567,"weekday","3","S"
"217",2016-05-14,"Saturday",10,"THEFT MISD. (UNDER $950)","1800","BERKELEY WAY",NA,37.872166,-122.275372,"weekend","2","W"
