"","date","day","time","type","block_number","street1","street2","lat","long","wday","severity","area"
"2412",2016-03-31,"Thursday",11.9166666666667,"VANDALISM","700","GRIZZLY PEAK BLVD",NA,37.89927,-122.26512,"weekday","3","N"
"2413",2015-12-21,"Monday",9,"BURGLARY RESIDENTIAL","100","ALVARADO RD",NA,37.857707,-122.239858,"weekday","4","E"
"2414",2015-12-19,"Saturday",16.3166666666667,"NARCOTICS",NA,"VIRGINIA STREET","SIXTH ST",37.872322,-122.299092,"weekend","2","W"
"2415",2016-03-19,"Saturday",12.7166666666667,"THEFT MISD. (UNDER $950)","1200","FIFTH ST",NA,37.880786,-122.303067,"weekend","2","W"
"2416",2016-05-24,"Tuesday",19,"THEFT MISD. (UNDER $950)","1900","SHATTUCK AVE",NA,37.873687,-122.268616,"weekday","2","E"
"2417",2016-05-16,"Monday",10.5,"BURGLARY AUTO","2100","ASHBY AVE",NA,37.855293,-122.266502,"weekday","3","S"
"2418",2016-03-16,"Wednesday",16.5,"THEFT FELONY (OVER $950)","1800","BERRYMAN ST",NA,37.883035,-122.276003,"weekday","5","N"
"2419",2016-03-26,"Saturday",21.05,"THEFT MISD. (UNDER $950)","2300","TELEGRAPH AVE",NA,37.868714,-122.259189,"weekend","2","E"
"2420",2016-01-06,"Wednesday",8.16666666666667,"IDENTITY THEFT","1635","SOLANO AVE",NA,37.891136,-122.28358,"weekday","1","N"
"2421",2016-03-25,"Friday",10,"DISTURBANCE","1800","SAN PEDRO AVE",NA,37.892598,-122.280094,"weekday","1","N"
"2422",2016-01-29,"Friday",10,"BURGLARY RESIDENTIAL","1100","KEELER AVE",NA,37.890651,-122.258331,"weekday","4","N"
"2423",2016-01-31,"Sunday",10,"BURGLARY RESIDENTIAL","1300","PARKER ST",NA,37.859906,-122.284931,"weekend","4","W"
"2424",2016-02-27,"Saturday",10.5,"THEFT MISD. (UNDER $950)","1100","RUSSELL ST",NA,37.853601,-122.287075,"weekend","2","S"
"2425",2016-03-18,"Friday",23.2166666666667,"NARCOTICS",NA,"RUSSELL STREET","COLLEGE AVE",37.858483,-122.253191,"weekday","2","E"
"2426",2016-01-05,"Tuesday",22,"BURGLARY RESIDENTIAL","1200","NEILSON ST",NA,37.882875,-122.288595,"weekday","4","W"
"2427",2016-04-11,"Monday",19.55,"DISTURBANCE",NA,"SHATTUCK AVENUE","CENTER ST",37.870346,-122.267796,"weekday","1","E"
"2428",2016-03-07,"Monday",17.5,"BURGLARY AUTO","1200","FIFTH ST",NA,37.880786,-122.303067,"weekday","3","W"
"2429",2016-01-24,"Sunday",1.41666666666667,"ALCOHOL OFFENSE",NA,"DWIGHT WAY","ELLSWORTH ST",37.864535,-122.262993,"weekend","1","E"
"2430",2016-01-23,"Saturday",22.65,"2ND RESPONSE","2700","DANA ST",NA,37.861118,-122.259948,"weekend","1","E"
"2431",2016-01-09,"Saturday",12,"IDENTITY THEFT","1500","ADDISON ST",NA,37.869448,-122.281783,"weekend","1","W"
"2432",2016-03-20,"Sunday",15,"GUN/WEAPON",NA,"DWIGHT WAY","DANA ST",37.864826,-122.260719,"weekend","3","E"
"2433",2016-02-25,"Thursday",6,"THEFT MISD. (UNDER $950)","1700","CARLETON ST",NA,37.860159,-122.275978,"weekday","2","S"
"2434",2016-03-01,"Tuesday",0.0166666666666667,"FRAUD/FORGERY","2000","KITTREDGE ST",NA,37.868204,-122.270054,"weekday","1","S"
"2435",2016-04-03,"Sunday",23.8,"ARSON","700","HARRISON ST",NA,37.880564,-122.304896,"weekend","4","W"
"2436",2016-02-26,"Friday",13.5166666666667,"ASSAULT/BATTERY MISD.","1600","ALCATRAZ AVE",NA,37.848152,-122.275807,"weekday","4","S"
"2437",2016-01-04,"Monday",17.4166666666667,"THEFT MISD. (UNDER $950)","2400","TELEGRAPH AVE",NA,37.866761,-122.258779,"weekday","2","E"
"2438",2016-04-30,"Saturday",21.5,"BURGLARY AUTO","1600","JOSEPHINE ST",NA,37.877663,-122.274831,"weekend","3","N"
"2439",2016-05-17,"Tuesday",23.0833333333333,"ASSAULT/BATTERY MISD.","1500","BERKELEY WAY",NA,37.871311,-122.281978,"weekday","4","W"
"2440",2016-05-20,"Friday",8,"ASSAULT/BATTERY MISD.","2300","SHATTUCK AVE",NA,37.867176,-122.267802,"weekday","4","E"
"2441",2015-12-02,"Wednesday",3.15,"VANDALISM","3000","TELEGRAPH AVE",NA,37.855435,-122.259841,"weekday","3","S"
"2442",2016-04-05,"Tuesday",14.9833333333333,"THEFT MISD. (UNDER $950)","1100","UNIVERSITY AVE",NA,37.869151,-122.291342,"weekday","2","W"
"2443",2016-03-09,"Wednesday",22.6333333333333,"NARCOTICS",NA,"HEARST AVENUE","MCGEE AVE",37.872704,-122.277758,"weekday","2","W"
"2444",2016-04-23,"Saturday",0.283333333333333,"2ND RESPONSE","2400","WARRING ST",NA,37.867708,-122.250801,"weekend","1","E"
"2445",2016-05-07,"Saturday",14,"BURGLARY COMMERCIAL","2200","FIFTH ST",NA,37.864795,-122.297863,"weekend","2","W"
"2446",2015-12-13,"Sunday",19.25,"BURGLARY AUTO","2800","KELSEY ST",NA,37.85988,-122.250176,"weekend","3","E"
"2447",2016-04-25,"Monday",19.5,"VEHICLE STOLEN","1700","VINE ST",NA,37.878642,-122.279173,"weekday","4","N"
"2448",2016-03-17,"Thursday",10,"THEFT MISD. (UNDER $950)","1900","ALLSTON WAY",NA,37.868785,-122.272701,"weekday","2","S"
"2449",2016-04-05,"Tuesday",18.55,"DISTURBANCE","1600","RUSSELL ST",NA,37.85525,-122.277126,"weekday","1","S"
"2450",2016-04-20,"Wednesday",0,"BURGLARY RESIDENTIAL","1500","OREGON ST",NA,37.856078,-122.279311,"weekday","4","S"
"2451",2016-05-04,"Wednesday",21,"VANDALISM","1300","BAY VIEW PL",NA,37.88434,-122.262685,"weekday","3","N"
"2452",2016-02-17,"Wednesday",16.5,"IDENTITY THEFT",NA,"",NA,37.869058,-122.270455,"weekday","1","S"
"2453",2015-12-16,"Wednesday",18.5,"FRAUD/FORGERY","800","CARLETON ST",NA,37.856598,-122.294415,"weekday","1","W"
"2454",2016-04-24,"Sunday",23,"BURGLARY AUTO","200","MARINA BLVD",NA,37.868667,-122.313656,"weekend","3","W"
"2455",2015-12-01,"Tuesday",0,"VANDALISM","2300","PIEDMONT AVE",NA,37.869839,-122.252365,"weekday","3","E"
"2456",2016-03-15,"Tuesday",15.0833333333333,"VANDALISM",NA,"HASTE STREET","DANA ST",37.865729,-122.260903,"weekday","3","E"
"2457",2016-04-17,"Sunday",12.95,"VEHICLE STOLEN","600","UNIVERSITY AVE",NA,37.866976,-122.30251,"weekend","4","W"
"2458",2015-12-16,"Wednesday",13,"NARCOTICS",NA,"SPRUCE STREET","GLEN AVE",37.88383,-122.266309,"weekday","2","N"
"2459",2016-02-28,"Sunday",12,"FRAUD/FORGERY","2100","SACRAMENTO ST",NA,37.869423,-122.281951,"weekend","1","W"
"2460",2016-04-28,"Thursday",16.5,"BURGLARY RESIDENTIAL","2600","CEDAR ST",NA,37.879748,-122.258808,"weekday","4","E"
"2461",2016-01-20,"Wednesday",7.48333333333333,"VEHICLE STOLEN","800","CEDAR ST",NA,37.873865,-122.300777,"weekday","4","W"
"2462",2016-04-18,"Monday",18,"THEFT FROM AUTO","100","BROOKSIDE DR",NA,37.853382,-122.249087,"weekday","4","E"
"2463",2016-04-22,"Friday",15.5,"BURGLARY AUTO","1300","SAN PABLO AVE",NA,37.880262,-122.295809,"weekday","3","W"
"2464",2016-01-24,"Sunday",19,"VEHICLE STOLEN","100","THE PLAZA DR",NA,37.854941,-122.242411,"weekend","4","E"
"2465",2016-03-25,"Friday",12.5,"BURGLARY AUTO",NA,"EUCLID AVENUE","BAY VIEW PL",37.88434,-122.262685,"weekday","3","N"
"2466",2016-05-21,"Saturday",17.75,"THEFT MISD. (UNDER $950)","2100","SHATTUCK AVE",NA,37.871167,-122.268285,"weekend","2","E"
"2467",2015-12-11,"Friday",5.16666666666667,"ASSAULT/BATTERY MISD.","800","UNIVERSITY AVE",NA,37.867724,-122.298401,"weekday","4","W"
"2468",2016-01-02,"Saturday",1.58333333333333,"VANDALISM",NA,"SHATTUCK AVENUE","PARKER ST",37.86215,-122.267213,"weekend","3","S"
"2469",2016-02-21,"Sunday",0.0833333333333333,"ASSAULT/BATTERY MISD.","2300","PROSPECT ST",NA,37.869332,-122.25019,"weekend","4","E"
"2470",2016-02-24,"Wednesday",20,"BURGLARY AUTO","2400","DURANT AVE",NA,37.867513,-122.26127,"weekday","3","E"
"2471",2016-05-06,"Friday",4,"THEFT MISD. (UNDER $950)","2300","SHATTUCK AVE",NA,37.867176,-122.267802,"weekday","2","E"
"2472",2016-03-11,"Friday",23.9166666666667,"THEFT MISD. (UNDER $950)","2600","DURANT AVE",NA,37.868164,-122.256314,"weekday","2","E"
"2473",2016-05-15,"Sunday",17,"VANDALISM","1200","MONTEREY AVE",NA,37.882524,-122.282132,"weekend","3","N"
"2474",2016-03-10,"Thursday",11.9166666666667,"THEFT MISD. (UNDER $950)","1100","ALLSTON WAY",NA,37.866462,-122.290695,"weekday","2","W"
"2475",2016-01-24,"Sunday",1.63333333333333,"DISTURBANCE","2400","TELEGRAPH AVE",NA,37.866761,-122.258779,"weekend","1","E"
"2476",2016-03-18,"Friday",2.63333333333333,"NARCOTICS",NA,"DWIGHT WAY","SAN PABLO AVE",37.861107,-122.289485,"weekday","2","W"
"2477",2016-05-10,"Tuesday",20.75,"BURGLARY AUTO","600","SANTA BARBARA RD",NA,37.899656,-122.273738,"weekday","3","N"
"2478",2016-01-03,"Sunday",3.13333333333333,"NARCOTICS",NA,"CEDAR STREET","SIXTH ST",37.874094,-122.299649,"weekend","2","W"
"2479",2016-02-28,"Sunday",12.5,"ASSAULT/BATTERY MISD.","400","GILMAN ST",NA,37.877715,-122.309618,"weekend","4","W"
"2480",2015-12-17,"Thursday",23.4,"ALCOHOL OFFENSE",NA,"ADDISON STREET","SACRAMENTO ST",37.869448,-122.281783,"weekday","1","W"
"2481",2016-04-06,"Wednesday",12,"THEFT MISD. (UNDER $950)","2300","COLLEGE AVE",NA,37.868957,-122.254552,"weekday","2","E"
"2482",2016-04-08,"Friday",9.16666666666667,"VANDALISM","2450","DURANT AVE",NA,37.867668,-122.260109,"weekday","3","E"
"2483",2016-01-20,"Wednesday",3.16666666666667,"ROBBERY",NA,"OXFORD STREET","HEARST AVE",37.874145,-122.266225,"weekday","4","E"
"2484",2016-01-26,"Tuesday",12.4166666666667,"BURGLARY AUTO","800","CAMELIA ST",NA,37.877393,-122.301918,"weekday","3","W"
"2485",2016-05-14,"Saturday",17,"VEHICLE STOLEN","1500","PRINCE ST",NA,37.851503,-122.278518,"weekend","4","S"
"2486",2016-02-06,"Saturday",17.8333333333333,"IDENTITY THEFT","2000","ASHBY AVE",NA,37.85491,-122.268666,"weekend","1","S"
"2487",2016-04-15,"Friday",12,"BURGLARY RESIDENTIAL","2100","ALLSTON WAY",NA,37.86939,-122.267883,"weekday","4","E"
"2488",2016-04-08,"Friday",9,"IDENTITY THEFT","2300","BANCROFT WAY",NA,37.868119,-122.263888,"weekday","1","E"
"2489",2016-01-19,"Tuesday",19,"GUN/WEAPON",NA,"BANCROFT WAY","MCKINLEY AVE",37.866842,-122.27366,"weekday","3","S"
"2490",2015-12-09,"Wednesday",21,"VEHICLE STOLEN","1100","EUCLID AVE",NA,37.889399,-122.262594,"weekday","4","N"
"2491",2015-12-03,"Thursday",19.3333333333333,"BURGLARY AUTO","1800","FOURTH ST",NA,37.869944,-122.300636,"weekday","3","W"
"2492",2016-05-06,"Friday",0.983333333333333,"DISTURBANCE",NA,"UNIVERSITY AVENUE","SIXTH ST",37.867926,-122.297664,"weekday","1","W"
"2493",2016-04-15,"Friday",6,"BURGLARY AUTO","1300","WATKINS ST",NA,37.88194,-122.288891,"weekday","3","W"
"2494",2015-12-09,"Wednesday",16.25,"THEFT MISD. (UNDER $950)","2300","DURANT AVE",NA,37.867259,-122.26324,"weekday","2","E"
"2495",2016-03-30,"Wednesday",16.5,"ASSAULT/BATTERY MISD.","1100","SAN PABLO AVE",NA,37.88382,-122.296952,"weekday","4","W"
"2496",2015-12-15,"Tuesday",15.3333333333333,"THEFT MISD. (UNDER $950)","1800","FOURTH ST",NA,37.869944,-122.300636,"weekday","2","W"
"2497",2016-02-19,"Friday",16.1666666666667,"IDENTITY THEFT","2300","WOOLSEY ST",NA,37.852764,-122.26165,"weekday","1","S"
"2498",2015-12-17,"Thursday",15.5,"THEFT MISD. (UNDER $950)","1800","WARD ST",NA,37.858673,-122.273365,"weekday","2","S"
"2499",2015-12-24,"Thursday",11,"BURGLARY COMMERCIAL","600","CEDAR ST",NA,37.873089,-122.304616,"weekday","2","W"
"2500",2016-03-21,"Monday",20,"ASSAULT/BATTERY MISD.","2700","MABEL ST",NA,37.857995,-122.284729,"weekday","4","S"
"2501",2016-04-25,"Monday",0.516666666666667,"ALCOHOL OFFENSE",NA,"SEVENTH STREET","CARLETON ST",37.856948,-122.293014,"weekday","1","W"
"2502",2016-01-15,"Friday",19.25,"BURGLARY AUTO",NA,"PIEDMONT AVENUE","WEBSTER ST",37.855938,-122.250539,"weekday","3","E"
"2503",2016-04-22,"Friday",20.55,"GUN/WEAPON",NA,"HEARST AVENUE","MILVIA ST",37.873607,-122.270903,"weekday","3","N"
"2504",2016-02-12,"Friday",12,"VEHICLE STOLEN","1300","NEILSON ST",NA,37.880917,-122.289281,"weekday","4","W"
"2505",2016-03-12,"Saturday",21,"FRAUD/FORGERY","1700","SONOMA AVE",NA,37.886772,-122.282524,"weekend","1","N"
"2506",2016-04-24,"Sunday",15.5333333333333,"ASSAULT/BATTERY MISD.","2700","MILVIA ST",NA,37.860225,-122.269453,"weekend","4","S"
"2507",2016-01-01,"Friday",11,"ASSAULT/BATTERY MISD.","1600","WOOLSEY ST",NA,37.850899,-122.276174,"weekday","4","S"
"2508",2016-03-11,"Friday",18,"VANDALISM","2700","BANCROFT WAY",NA,37.869312,-122.254314,"weekday","3","E"
"2509",2016-01-08,"Friday",23.8333333333333,"NARCOTICS",NA,"ADELINE STREET","WOOLSEY ST",37.851953,-122.270182,"weekday","2","S"
"2510",2016-04-24,"Sunday",12,"BURGLARY AUTO","2000","FOURTH ST",NA,37.867026,-122.299737,"weekend","3","W"
"2511",2016-03-21,"Monday",17.1666666666667,"THEFT MISD. (UNDER $950)","2300","FULTON ST",NA,37.867566,-122.265948,"weekday","2","E"
"2512",2016-04-20,"Wednesday",21,"THEFT FROM AUTO","700","ALLSTON WAY",NA,37.864703,-122.299654,"weekday","4","W"
"2513",2015-12-07,"Monday",13.3666666666667,"DISTURBANCE","1900","HEARST AVE",NA,37.873327,-122.273214,"weekday","1","N"
"2514",2016-01-30,"Saturday",19,"ROBBERY","2000","UNIVERSITY AVE",NA,37.871828,-122.270516,"weekend","4","E"
"2515",2015-12-20,"Sunday",16.25,"VEHICLE STOLEN","1500","CHESTNUT ST",NA,37.876631,-122.289007,"weekend","4","W"
"2516",2016-03-05,"Saturday",19,"ASSAULT/BATTERY MISD.","1600","WOOLSEY ST",NA,37.850899,-122.276174,"weekend","4","S"
"2517",2016-05-10,"Tuesday",15.5,"BURGLARY COMMERCIAL",NA,"SHASTA ROAD","HILL RD",37.890744,-122.252066,"weekday","2","E"
"2518",2015-12-09,"Wednesday",20,"THEFT MISD. (UNDER $950)","900","JONES ST",NA,37.875505,-122.298796,"weekday","2","W"
"2519",2016-02-07,"Sunday",19.5,"BURGLARY AUTO","2300","MILVIA ST",NA,37.866581,-122.270179,"weekend","3","S"
"2520",2016-02-25,"Thursday",8,"BURGLARY RESIDENTIAL","2400","TELEGRAPH AVE",NA,37.866761,-122.258779,"weekday","4","E"
"2521",2016-04-22,"Friday",22,"VEHICLE STOLEN","2100","CARLETON ST",NA,37.861265,-122.26698,"weekday","4","S"
"2522",2016-01-18,"Monday",9,"GUN/WEAPON","1600","CURTIS ST",NA,37.875553,-122.290549,"weekday","3","W"
"2523",2015-12-23,"Wednesday",20,"BURGLARY AUTO","1700","OREGON ST",NA,37.856595,-122.275064,"weekday","3","S"
"2524",2016-03-17,"Thursday",22,"SEXUAL ASSAULT FEL.","2600","WARRING ST",NA,37.863934,-122.250262,"weekday","5","E"
"2525",2015-12-03,"Thursday",19.1666666666667,"ASSAULT/BATTERY MISD.","2500","DURANT AVE",NA,37.867852,-122.258699,"weekday","4","E"
"2526",2016-05-03,"Tuesday",12,"FRAUD/FORGERY","1900","NAPA AVE",NA,37.88633,-122.275359,"weekday","1","N"
"2527",2016-01-31,"Sunday",16.75,"BURGLARY AUTO","2400","DURANT AVE",NA,37.867513,-122.26127,"weekend","3","E"
"2528",2016-04-05,"Tuesday",10,"BURGLARY RESIDENTIAL","2400","PIEDMONT AVE",NA,37.867545,-122.251966,"weekday","4","E"
"2529",2016-03-05,"Saturday",21,"BURGLARY RESIDENTIAL","1700","CHESTNUT ST",NA,37.874095,-122.288542,"weekend","4","W"
"2530",2016-04-23,"Saturday",23.9,"NARCOTICS",NA,"UNIVERSITY AVENUE","TENTH ST",37.868915,-122.293322,"weekend","2","W"
"2531",2016-03-22,"Tuesday",0,"IDENTITY THEFT","1400","OLYMPUS AVE",NA,37.883202,-122.251978,"weekday","1","E"
"2532",2015-12-20,"Sunday",0,"BURGLARY COMMERCIAL","600","CEDAR ST",NA,37.873089,-122.304616,"weekend","2","W"
"2533",2016-01-05,"Tuesday",18.2833333333333,"NARCOTICS","1300","FOURTH ST",NA,37.878644,-122.303432,"weekday","2","W"
"2534",2016-05-05,"Thursday",10.4,"BURGLARY AUTO","1200","FIFTH ST",NA,37.880786,-122.303067,"weekday","3","W"
"2535",2016-04-22,"Friday",3.33333333333333,"ROBBERY","2100","FOURTH ST",NA,37.866253,-122.299483,"weekday","4","W"
"2536",2016-03-15,"Tuesday",16.0833333333333,"THEFT MISD. (UNDER $950)","2300","FULTON ST",NA,37.867566,-122.265948,"weekday","2","E"
"2537",2016-01-19,"Tuesday",16,"THEFT MISD. (UNDER $950)","1500","SOLANO AVE",NA,37.890928,-122.287251,"weekday","2","N"
"2538",2016-04-15,"Friday",10,"THEFT MISD. (UNDER $950)","800","PAGE ST",NA,37.876186,-122.30158,"weekday","2","W"
"2539",2016-04-30,"Saturday",15.35,"BURGLARY AUTO","2900","TELEGRAPH AVE",NA,37.857452,-122.259548,"weekend","3","S"
"2540",2015-12-13,"Sunday",13.5833333333333,"THEFT MISD. (UNDER $950)","2400","BANCROFT WAY",NA,37.868447,-122.261268,"weekend","2","E"
"2541",2016-05-10,"Tuesday",10.4166666666667,"ROBBERY","2100","MILVIA ST",NA,37.870603,-122.270612,"weekday","4","E"
"2542",2016-05-08,"Sunday",9,"THEFT FROM AUTO","2400","DWIGHT WAY",NA,37.864826,-122.260719,"weekend","4","E"
"2543",2016-02-02,"Tuesday",1.58333333333333,"DISTURBANCE","700","DWIGHT WAY",NA,37.859381,-122.298231,"weekday","1","W"
"2544",2015-12-07,"Monday",21.5,"BURGLARY AUTO","2400","DWIGHT WAY",NA,37.864826,-122.260719,"weekday","3","E"
"2545",2016-04-16,"Saturday",9,"2ND RESPONSE","2700","CHANNING WAY",NA,37.867491,-122.254053,"weekend","1","E"
"2546",2016-05-02,"Monday",2,"THEFT FELONY (OVER $950)","2400","DANA ST",NA,37.866508,-122.261057,"weekday","5","E"
"2547",2015-12-16,"Wednesday",11.5166666666667,"THEFT MISD. (UNDER $950)","1700","SAN PABLO AVE",NA,37.87325,-122.293558,"weekday","2","W"
"2548",2016-02-24,"Wednesday",16.5,"BURGLARY AUTO","1800","RUSSELL ST",NA,37.855854,-122.273237,"weekday","3","S"
"2549",2016-04-17,"Sunday",17.3333333333333,"THEFT MISD. (UNDER $950)","1200","CORNELL AVE",NA,37.882739,-122.293754,"weekend","2","W"
"2550",2016-03-06,"Sunday",21,"BURGLARY AUTO","1500","PARKER ST",NA,37.860507,-122.280446,"weekend","3","S"
"2551",2016-03-11,"Friday",20.1666666666667,"NARCOTICS",NA,"BANCROFT WAY","FULTON ST",37.867822,-122.266003,"weekday","2","E"
"2552",2015-12-19,"Saturday",14.5,"BURGLARY AUTO","2000","ADDISON ST",NA,37.870867,-122.270635,"weekend","3","E"
"2553",2016-01-22,"Friday",13,"ASSAULT/BATTERY MISD.","2200","SHATTUCK AVE",NA,37.869363,-122.268028,"weekday","4","E"
"2554",2016-03-07,"Monday",23,"BURGLARY RESIDENTIAL","1100","ARCH ST",NA,37.888784,-122.266699,"weekday","4","N"
"2555",2015-12-10,"Thursday",2.5,"BURGLARY RESIDENTIAL","2600","BENVENUE AVE",NA,37.863522,-122.254992,"weekday","4","E"
"2556",2016-01-06,"Wednesday",15.5,"THEFT MISD. (UNDER $950)","1400","SHATTUCK AVE",NA,37.881957,-122.269551,"weekday","2","N"
"2557",2016-02-14,"Sunday",7,"VEHICLE STOLEN","2400","DURANT AVE",NA,37.867513,-122.26127,"weekend","4","E"
"2558",2016-04-19,"Tuesday",8.25,"BURGLARY AUTO","2600","NINTH ST",NA,37.858892,-122.29127,"weekday","3","W"
"2559",2016-05-19,"Thursday",16.75,"ROBBERY",NA,"MABEL STREET","SIXTY-SIXTH ST",37.849445,-122.282725,"weekday","4","S"
"2560",2016-01-01,"Friday",21.5,"THEFT FELONY (OVER $950)","1900","EL DORADO AVE",NA,37.887222,-122.275833,"weekday","5","N"
"2561",2016-01-20,"Wednesday",15.3333333333333,"FRAUD/FORGERY","1400","OXFORD ST",NA,37.882135,-122.267239,"weekday","1","N"
"2562",2016-05-12,"Thursday",16,"BURGLARY RESIDENTIAL","1600","VIRGINIA ST",NA,37.875166,-122.280125,"weekday","4","W"
"2563",2016-03-24,"Thursday",19.5,"BURGLARY AUTO",NA,"BLAKE STREET","SHATTUCK AVE",37.863077,-122.267191,"weekday","3","S"
"2564",2016-05-10,"Tuesday",8.33333333333333,"VANDALISM","2100","OXFORD ST",NA,37.87091,-122.265993,"weekday","3","E"
"2565",2016-03-23,"Wednesday",2.31666666666667,"DISTURBANCE",NA,"ALLSTON WAY","MILVIA ST",37.869057,-122.270463,"weekday","1","S"
"2566",2016-02-22,"Monday",23.9,"THEFT MISD. (UNDER $950)",NA,"TELEGRAPH AVENUE","HASTE ST",37.866025,-122.258623,"weekday","2","E"
"2567",2016-01-29,"Friday",17,"THEFT FELONY (OVER $950)","800","UNIVERSITY AVE",NA,37.867724,-122.298401,"weekday","5","W"
"2568",2015-12-28,"Monday",10,"VANDALISM","2100","UNIVERSITY AVE",NA,37.872294,-122.266852,"weekday","3","E"
"2569",2015-12-22,"Tuesday",8,"VEHICLE STOLEN","2200","SEVENTH ST",NA,37.865439,-122.295736,"weekday","4","W"
"2570",2015-12-24,"Thursday",17,"VEHICLE STOLEN","1000","OVERLOOK RD",NA,37.894693,-122.257067,"weekday","4","N"
"2571",2016-01-04,"Monday",23,"THEFT MISD. (UNDER $950)","1200","HOPKINS ST",NA,37.876428,-122.291736,"weekday","2","W"
"2572",2016-02-06,"Saturday",0,"VANDALISM","2700","HASTE ST",NA,37.866568,-122.254084,"weekend","3","E"
"2573",2016-04-22,"Friday",16.1666666666667,"BURGLARY AUTO","1300","GILMAN ST",NA,37.881366,-122.289677,"weekday","3","W"
"2574",2015-12-26,"Saturday",22.7666666666667,"BURGLARY COMMERCIAL","900","MURRAY ST",NA,37.850809,-122.291042,"weekend","2","S"
"2575",2016-02-20,"Saturday",10,"IDENTITY THEFT","2300","LE CONTE AVE",NA,37.874863,-122.263693,"weekend","1","E"
"2576",2015-12-18,"Friday",0.166666666666667,"BURGLARY AUTO","3100","ELLIS ST",NA,37.852066,-122.272994,"weekday","3","S"
"2577",2016-01-25,"Monday",12,"BURGLARY AUTO","2300","FOURTH ST",NA,37.862843,-122.298368,"weekday","3","W"
"2578",2016-04-30,"Saturday",19.5166666666667,"NARCOTICS",NA,"UNIVERSITY AVENUE","SAN PABLO AVE",37.869152,-122.292082,"weekend","2","W"
"2579",2015-12-26,"Saturday",16.75,"BURGLARY AUTO","2300","BANCROFT WAY",NA,37.868119,-122.263888,"weekend","3","E"
"2580",2015-12-18,"Friday",20.4666666666667,"ROBBERY","2600","HASTE ST",NA,37.866311,-122.256361,"weekday","4","E"
"2581",2015-12-26,"Saturday",16.5833333333333,"BURGLARY AUTO","800","POTTER ST",NA,37.851255,-122.292509,"weekend","3","S"
"2582",2016-03-28,"Monday",18.5,"VEHICLE STOLEN",NA,"BANCROFT WAY","WARRING ST",37.869324,-122.250947,"weekday","4","E"
"2583",2016-04-30,"Saturday",0.766666666666667,"2ND RESPONSE","2100","BANCROFT WAY",NA,37.867601,-122.267718,"weekend","1","E"
"2584",2016-04-14,"Thursday",19.35,"DISTURBANCE","1600","SHATTUCK AVE",NA,37.878112,-122.269114,"weekday","1","N"
"2585",2015-12-01,"Tuesday",12.1666666666667,"BURGLARY AUTO","1200","FIFTH ST",NA,37.880786,-122.303067,"weekday","3","W"
"2586",2016-02-19,"Friday",19,"VANDALISM","2500","NINTH ST",NA,37.860116,-122.29166,"weekday","3","W"
"2587",2016-02-06,"Saturday",8,"BURGLARY RESIDENTIAL","1300","ORDWAY ST",NA,37.880475,-122.286764,"weekend","4","W"
"2588",2016-04-09,"Saturday",11.1666666666667,"DISTURBANCE","1700","LINCOLN ST",NA,37.876333,-122.278118,"weekend","1","W"
